step,count_supply,gov_wealth,construction_wealth,company_wealth,bank_wealth,calculate_houses_prices_perm2,supply_volume,demand_volume,calculate_prices_in_supply,irs,vat,irc,subsidyRate,salaryRate,births,breakups,deaths,children_leaving_home
133,171,1.0521793115088406e8,3.706538532630927e7,4.4222791513445295e7,3.296059360047939e7,1513.0700048897008,174,193,73438.69600798149,0.39000000000000007,0.24000000000000007,0.2,0.9099999999999999,0.7499999999999998,594,13,232,686
134,167,1.0499003517870188e8,3.729635172518004e7,4.412842502069933e7,3.2920323588541277e7,1510.756088912627,173,193,74270.96281204239,0.39000000000000007,0.24000000000000007,0.2,0.9099999999999999,0.7499999999999998,596,13,233,694
135,167,1.0487877542183498e8,3.73406338274555e7,4.403499344061775e7,3.301979700738593e7,1509.4496282225114,170,193,74637.33212226981,0.39000000000000007,0.24000000000000007,0.2,0.9099999999999999,0.7499999999999998,601,13,234,698
136,168,1.0462304247115518e8,3.7413581532699876e7,4.393810114743287e7,3.3066917327702265e7,1509.256846524211,172,194,74804.12276093627,0.39000000000000007,0.24000000000000007,0.2,0.9099999999999999,0.7499999999999998,606,13,237,702
137,167,1.0439726276705304e8,3.759254552113855e7,4.383540597816863e7,3.3104775231146216e7,1508.8930249881284,169,193,73898.57694038702,0.39000000000000007,0.24000000000000007,0.2,0.9099999999999999,0.7499999999999998,611,14,237,706
138,167,1.0418263904030256e8,3.765701709172909e7,4.37359180682523e7,3.31116498687849e7,1508.312438722129,171,196,74201.55602745275,0.39000000000000007,0.24000000000000007,0.2,0.9099999999999999,0.7499999999999998,617,14,239,713
139,166,1.0413688356185961e8,3.751845916950858e7,4.363171587340108e7,3.318586569873559e7,1506.6288653254496,169,198,74149.36179973418,0.39000000000000007,0.24000000000000007,0.2,0.9099999999999999,0.7499999999999998,621,14,239,718
140,161,1.0405736435721363e8,3.7484432325887e7,4.352729255722711e7,3.3071180880704723e7,1505.212872130412,166,198,72438.35681345365,0.39000000000000007,0.24000000000000007,0.2,0.9099999999999999,0.7499999999999998,624,15,239,721
141,160,1.0391440978391455e8,3.7382932325887e7,4.3424159830198064e7,3.3133965311734296e7,1504.4769322805785,163,197,70921.6243785662,0.39000000000000007,0.24000000000000007,0.2,0.9099999999999999,0.7499999999999998,628,16,240,725
142,157,1.0375298516904558e8,3.753603717937156e7,4.332154245573146e7,3.3093134953393176e7,1503.4111071676127,162,197,69966.13485597359,0.39000000000000007,0.24000000000000007,0.2,0.9099999999999999,0.7499999999999998,628,16,242,727
143,159,1.0353948510557118e8,3.750003717937156e7,4.3219232182846e7,3.329628690649589e7,1503.5476939911532,160,192,69485.8574884527,0.39000000000000007,0.24000000000000007,0.2,0.9099999999999999,0.7499999999999998,631,17,245,729
144,157,1.0336435283079892e8,3.750919073671346e7,4.309113282490536e7,3.3325521285270646e7,1502.5163382407413,161,193,67904.33490595213,0.4000000000000001,0.25000000000000006,0.2,0.8999999999999999,0.7299999999999998,634,17,247,730
145,158,1.031791809809425e8,3.744319073671346e7,4.299542569073531e7,3.3355771648302272e7,1501.9947641476354,160,193,67472.25533041284,0.4000000000000001,0.25000000000000006,0.2,0.8999999999999999,0.7299999999999998,639,18,247,730
146,160,1.029954146995049e8,3.737719073671346e7,4.290269227782249e7,3.3438342286113046e7,1501.839679688518,161,193,68056.2366598075,0.4000000000000001,0.25000000000000006,0.2,0.8999999999999999,0.7299999999999998,641,18,249,734
147,158,1.0283853651134652e8,3.728719073671346e7,4.2811248670147516e7,3.3491462843139093e7,1501.2793154921364,160,192,66965.86924340097,0.4000000000000001,0.25000000000000006,0.2,0.8999999999999999,0.7299999999999998,642,18,250,737
148,156,1.0269057133257246e8,3.719119073671346e7,4.272259112702518e7,3.358357434257547e7,1501.25915430124,160,193,65281.373752625754,0.4000000000000001,0.25000000000000006,0.2,0.8999999999999999,0.7299999999999998,645,18,251,740
149,152,1.0260439208416297e8,3.7190551271071166e7,4.263389455539641e7,3.354984075925373e7,1499.41797937683,158,194,64767.91481487019,0.4000000000000001,0.25000000000000006,0.2,0.8999999999999999,0.7299999999999998,650,18,251,750
150,159,1.026177264522432e8,3.6928551271071166e7,4.253911273363685e7,3.367034866312112e7,1498.918822095242,158,197,67177.90736659286,0.4000000000000001,0.25000000000000006,0.2,0.8999999999999999,0.7299999999999998,656,18,253,751
151,158,1.0249007962942478e8,3.6907752092514426e7,4.2444781338580266e7,3.3742140245362416e7,1498.2505503600091,160,196,66694.57365944167,0.4000000000000001,0.25000000000000006,0.2,0.8999999999999999,0.7299999999999998,661,18,254,758
152,158,1.0245639505967876e8,3.675939755307319e7,4.234347124414163e7,3.368537837638761e7,1497.1448241190249,162,200,66601.50678067416,0.4000000000000001,0.25000000000000006,0.2,0.8999999999999999,0.7299999999999998,666,18,255,758
153,157,1.0232895926816213e8,3.674259980783876e7,4.2252960301991396e7,3.3724750735762924e7,1496.4534636347332,159,196,65996.11454663609,0.4000000000000001,0.25000000000000006,0.2,0.8999999999999999,0.7299999999999998,667,18,256,761
154,156,1.0224580842842808e8,3.661480018175594e7,4.21562657725889e7,3.3781473565879114e7,1495.3714112423834,157,196,65313.64911747405,0.4000000000000001,0.25000000000000006,0.2,0.8999999999999999,0.7299999999999998,667,18,256,763
155,159,1.0213634159752265e8,3.6576665837224245e7,4.206508204607252e7,3.387743646878344e7,1494.5986561835912,158,195,67193.61405710946,0.4000000000000001,0.25000000000000006,0.2,0.8999999999999999,0.7299999999999998,669,18,257,765
156,162,1.0208162545086735e8,3.6396665837224245e7,4.195613470110602e7,3.392980323873961e7,1494.2203172572297,162,197,68207.4861622396,0.4100000000000001,0.26000000000000006,0.2,0.8899999999999999,0.7099999999999997,674,18,258,767
157,164,1.0200688679234734e8,3.6213165837224245e7,4.1884185796601675e7,3.413848916065292e7,1494.2203172572297,164,198,68638.7599432926,0.4100000000000001,0.26000000000000006,0.2,0.8899999999999999,0.7099999999999997,677,18,258,769
158,169,1.0194565507156606e8,3.6017665837224245e7,4.18114022964295e7,3.417473946291945e7,1493.9119521513082,167,202,70561.38555875146,0.4100000000000001,0.26000000000000006,0.2,0.8899999999999999,0.7099999999999997,681,18,258,773
159,171,1.0196727075198495e8,3.604659683090491e7,4.173897652269267e7,3.4355531125339806e7,1493.9980742083292,172,203,70267.74113503414,0.4100000000000001,0.26000000000000006,0.2,0.8899999999999999,0.7099999999999997,682,18,261,776
160,175,1.0166690527557488e8,3.593259683090491e7,4.167446577595013e7,3.445492403860935e7,1493.6430903541038,173,203,71502.32374500338,0.4100000000000001,0.26000000000000006,0.2,0.8899999999999999,0.7099999999999997,685,18,262,777
161,173,1.0155419625403783e8,3.585216896734392e7,4.1606239210622646e7,3.4564394010508716e7,1492.681526603375,175,203,70797.38511791815,0.4100000000000001,0.26000000000000006,0.2,0.8899999999999999,0.7099999999999997,687,18,262,783
162,176,1.015100612824322e8,3.57998834158158e7,4.153589275071858e7,3.467331544848836e7,1492.2429977897798,175,204,71904.33047028453,0.4100000000000001,0.26000000000000006,0.2,0.8899999999999999,0.7099999999999997,689,18,263,785
163,178,1.0132982897179468e8,3.57278834158158e7,4.145922375613608e7,3.488226568834818e7,1492.2429977897798,178,203,71534.89068057516,0.4100000000000001,0.26000000000000006,0.2,0.8899999999999999,0.7099999999999997,692,18,265,787
164,179,1.0114966817298347e8,3.56558834158158e7,4.138701162687979e7,3.500818952928178e7,1492.0814170154079,179,204,71406.91784556497,0.4100000000000001,0.26000000000000006,0.2,0.8899999999999999,0.7099999999999997,693,18,266,793
165,182,1.0097001985876316e8,3.55838834158158e7,4.1318137991946176e7,3.5129760595334046e7,1492.0290072649564,182,207,72189.69789237382,0.4100000000000001,0.26000000000000006,0.2,0.8899999999999999,0.7099999999999997,695,18,268,794
166,185,1.0080015376707934e8,3.54998834158158e7,4.124811760916713e7,3.530844517012624e7,1491.9429898790547,183,206,72257.1612324348,0.4100000000000001,0.26000000000000006,0.2,0.8899999999999999,0.7099999999999997,698,18,269,796
167,190,1.0060678285337767e8,3.54398834158158e7,4.117998352148807e7,3.5430366847396895e7,1491.6751780739066,189,209,73357.54535084976,0.4100000000000001,0.26000000000000006,0.2,0.8899999999999999,0.7099999999999997,705,18,270,804
168,192,1.0056296013418728e8,3.5384254948572606e7,4.1092404457469545e7,3.552084314166722e7,1491.5000933207562,192,212,73295.59820712109,0.4200000000000001,0.2700000000000001,0.2,0.8799999999999999,0.6899999999999997,707,19,271,806
169,190,1.004096428729153e8,3.542390797022553e7,4.104754002547746e7,3.5494243517491706e7,1490.5568415173377,194,213,73547.33987725773,0.4200000000000001,0.2700000000000001,0.2,0.8799999999999999,0.6899999999999997,708,19,273,812
170,190,1.0030239215652905e8,3.527240797022553e7,4.0992330257483386e7,3.557718324173218e7,1489.5957321598758,193,213,73074.61316791254,0.4200000000000001,0.2700000000000001,0.2,0.8799999999999999,0.6899999999999997,714,19,273,812
171,191,1.0008875701727927e8,3.535744141956493e7,4.0935732299554e7,3.554824195651984e7,1489.0624572236359,194,214,72200.454867432,0.4200000000000001,0.2700000000000001,0.2,0.8799999999999999,0.6899999999999997,719,19,274,814
172,188,9.988223234349889e7,3.556858157262523e7,4.0890125753375836e7,3.5609128831354894e7,1487.9029288307306,192,212,71103.99671342912,0.4200000000000001,0.2700000000000001,0.2,0.8799999999999999,0.6899999999999997,723,19,275,817
173,186,9.971524237582281e7,3.560847423289197e7,4.0834166342590705e7,3.5645912070173144e7,1487.4118948125447,189,210,69939.48577205281,0.4200000000000001,0.2700000000000001,0.2,0.8799999999999999,0.6899999999999997,726,19,276,821
174,186,9.952389244321062e7,3.567365979619192e7,4.077765333959591e7,3.575607971360627e7,1487.8720438410924,189,209,69985.39356128409,0.4200000000000001,0.2700000000000001,0.2,0.8799999999999999,0.6899999999999997,729,19,279,831
175,188,9.933929243310934e7,3.574763945375992e7,4.071317143873796e7,3.596816666043358e7,1487.6397111236765,190,211,68655.00270948157,0.4200000000000001,0.2700000000000001,0.2,0.8799999999999999,0.6899999999999997,731,19,282,832
176,191,9.924219575795034e7,3.559513945375992e7,4.06512607770353e7,3.61802536072609e7,1487.6397111236765,190,213,69241.04243083097,0.4200000000000001,0.2700000000000001,0.2,0.8799999999999999,0.6899999999999997,735,19,282,837
177,193,9.910541152532297e7,3.548363945375992e7,4.059234572379212e7,3.6261138594597094e7,1486.4424108483258,194,217,70079.82814206279,0.4200000000000001,0.2700000000000001,0.2,0.8799999999999999,0.6899999999999997,742,19,284,841
178,189,9.903929111583374e7,3.5486276782110706e7,4.052894004529915e7,3.632717804050581e7,1485.283791470753,195,215,69346.76367105774,0.4200000000000001,0.2700000000000001,0.2,0.8799999999999999,0.6899999999999997,747,19,288,841
179,193,9.871947552418323e7,3.5426276782110706e7,4.04696731325667e7,3.653960822607653e7,1485.283791470753,190,209,69653.74585746946,0.4200000000000001,0.2700000000000001,0.2,0.8799999999999999,0.6899999999999997,751,19,288,847
180,191,9.862370545232385e7,3.5400027444646634e7,4.0391511659796484e7,3.667263150857435e7,1484.3581264234035,193,212,69366.62628320535,0.4300000000000001,0.2800000000000001,0.2,0.8699999999999999,0.6699999999999997,754,19,288,849
181,192,9.840533090466128e7,3.548821159143285e7,4.0355451302083984e7,3.679497271991978e7,1483.9058085613801,193,212,69755.45916990661,0.4300000000000001,0.2800000000000001,0.2,0.8699999999999999,0.6699999999999997,756,19,289,854
182,195,9.822162268800993e7,3.541071159143285e7,4.031428043827681e7,3.697519516477484e7,1483.313266561732,196,215,70084.87376026862,0.4300000000000001,0.2800000000000001,0.2,0.8699999999999999,0.6699999999999997,760,19,291,858
183,195,9.802327634199327e7,3.539822291036915e7,4.02726309790369e7,3.715310838070656e7,1482.7046045029017,195,215,69984.52245345007,0.4300000000000001,0.2800000000000001,0.2,0.8699999999999999,0.6699999999999997,765,19,292,863
184,197,9.79404223639202e7,3.521872291036915e7,4.023187151644186e7,3.730633952708097e7,1482.3376372814278,197,219,70107.2627568584,0.4300000000000001,0.2800000000000001,0.2,0.8699999999999999,0.6699999999999997,770,19,293,869
185,194,9.788007366648924e7,3.514874205531448e7,4.018858093925046e7,3.7281748453592844e7,1481.2703717150364,197,221,68904.03077797184,0.4300000000000001,0.2800000000000001,0.2,0.8699999999999999,0.6699999999999997,772,19,293,871
186,190,9.771335429481089e7,3.5246659513574675e7,4.0146335259949036e7,3.743062608881791e7,1479.948265039878,194,218,68151.26110344952,0.4300000000000001,0.2800000000000001,0.2,0.8699999999999999,0.6699999999999997,775,19,293,879
187,187,9.765791872275534e7,3.5179447482619e7,4.010420399890755e7,3.737094745366461e7,1478.127951724824,192,219,67168.88434391678,0.4300000000000001,0.2800000000000001,0.2,0.8699999999999999,0.6699999999999997,777,19,294,881
188,189,9.745610732970414e7,3.5125447482619e7,4.00555508548082e7,3.752524180574298e7,1477.97830945158,189,216,68045.7661100733,0.4300000000000001,0.2800000000000001,0.2,0.8699999999999999,0.6699999999999997,779,19,294,887
189,191,9.725527060212785e7,3.524531047453828e7,4.0008425341167375e7,3.769259121254538e7,1477.433215275391,192,218,69018.37523298887,0.4300000000000001,0.2800000000000001,0.2,0.8699999999999999,0.6699999999999997,782,21,296,887
190,185,9.714540872428365e7,3.5240709584217176e7,3.995984459272195e7,3.768948833379207e7,1476.190258354379,191,217,66419.00691072756,0.4300000000000001,0.2800000000000001,0.2,0.8699999999999999,0.6699999999999997,784,21,296,894
191,186,9.711153515145274e7,3.5171633116081e7,3.990626851925661e7,3.7862284935857214e7,1475.9767576421755,187,217,66117.18719975575,0.4300000000000001,0.2800000000000001,0.2,0.8699999999999999,0.6699999999999997,788,21,297,898
192,189,9.698518170036945e7,3.5063633116081e7,3.9835904506943494e7,3.8077835517864056e7,1475.9767576421755,189,220,66277.7452431906,0.4400000000000001,0.2900000000000001,0.2,0.8599999999999999,0.6499999999999997,792,21,298,899
193,190,9.678071798391984e7,3.505040021443923e7,3.980771647614974e7,3.827416708748435e7,1475.6268903186703,192,221,66389.16623151096,0.4400000000000001,0.2900000000000001,0.2,0.8599999999999999,0.6499999999999997,796,23,299,905
194,190,9.671249590045932e7,3.504907688600522e7,3.977030259949186e7,3.841616840180048e7,1475.2860778695385,193,227,66252.60145450264,0.4400000000000001,0.2900000000000001,0.2,0.8599999999999999,0.6499999999999997,799,23,301,908
195,193,9.655578153008041e7,3.5006622268192925e7,3.9738878526011966e7,3.859215111225019e7,1474.7750910855102,191,226,67564.08667478806,0.4400000000000001,0.2900000000000001,0.2,0.8599999999999999,0.6499999999999997,803,23,302,909
196,193,9.634933607352406e7,3.504799088209462e7,3.970521738904851e7,3.8661341843832046e7,1474.2593566765272,194,226,66779.74046909368,0.4400000000000001,0.2900000000000001,0.2,0.8599999999999999,0.6499999999999997,806,23,303,913
197,194,9.624401185558352e7,3.489599088209462e7,3.9672623678368784e7,3.8812903664537e7,1473.6350239644191,194,227,67213.53031475267,0.4400000000000001,0.2900000000000001,0.2,0.8599999999999999,0.6499999999999997,809,23,303,917
198,195,9.613576238056144e7,3.48040938435449e7,3.963345918960599e7,3.898558112728863e7,1473.1413129413183,196,229,67513.7115311423,0.4400000000000001,0.2900000000000001,0.2,0.8599999999999999,0.6499999999999997,816,23,303,919
199,195,9.592708654227069e7,3.481414458862617e7,3.959840183918248e7,3.916794730842388e7,1472.5628781060823,196,229,67253.10191263181,0.4400000000000001,0.2900000000000001,0.2,0.8599999999999999,0.6499999999999997,819,23,304,921
200,198,9.573353831115118e7,3.474814458862617e7,3.955988059800693e7,3.938407555955862e7,1472.5628781060823,197,229,67330.63800117963,0.4400000000000001,0.2900000000000001,0.2,0.8599999999999999,0.6499999999999997,822,23,307,925
201,196,9.560431494866791e7,3.462064458862617e7,3.951779803422095e7,3.9411342025025524e7,1471.5064588125433,199,232,66557.55931374565,0.4400000000000001,0.2900000000000001,0.2,0.8599999999999999,0.6499999999999997,826,23,307,931
202,194,9.552817709293851e7,3.459122658876864e7,3.947138130465104e7,3.9565658143554606e7,1470.8608435494584,196,231,65695.53609446531,0.4400000000000001,0.2900000000000001,0.2,0.8599999999999999,0.6499999999999997,826,23,308,939
203,195,9.551124558417317e7,3.45834763962267e7,3.941987258085493e7,3.964453836338208e7,1469.2052089702695,197,234,67093.0590509738,0.4400000000000001,0.2900000000000001,0.2,0.8599999999999999,0.6499999999999997,828,23,311,945
204,195,9.535702801513828e7,3.44934763962267e7,3.935637017286006e7,3.979214750006921e7,1468.9905722583753,197,232,66723.51365795083,0.4500000000000001,0.3000000000000001,0.2,0.8499999999999999,0.6299999999999997,831,23,312,948
205,194,9.522735131988668e7,3.43644763962267e7,3.9331201179845795e7,3.996138488452808e7,1468.0995980919747,197,232,65720.82369693821,0.4500000000000001,0.3000000000000001,0.2,0.8499999999999999,0.6299999999999997,835,23,314,952
206,196,9.512571198368159e7,3.434084580506795e7,3.9306703712690696e7,4.01782751051392e7,1467.9292469285424,197,233,65316.50859429138,0.4500000000000001,0.3000000000000001,0.2,0.8499999999999999,0.6299999999999997,840,23,316,956
207,197,9.510531196039988e7,3.411934580506795e7,3.928302339712636e7,4.0394939151197694e7,1467.0761581199429,196,234,65786.71728009691,0.4500000000000001,0.3000000000000001,0.2,0.8499999999999999,0.6299999999999997,846,23,317,966
208,195,9.511653232402559e7,3.398252561453276e7,3.925209724390476e7,4.048452704006666e7,1465.65352464864,198,238,65464.820027741705,0.4500000000000001,0.3000000000000001,0.2,0.8499999999999999,0.6299999999999997,846,23,317,972
209,196,9.506207815643454e7,3.378502561453276e7,3.9218500253190205e7,4.062473488316857e7,1465.2329579080522,196,238,65679.21976832363,0.4500000000000001,0.3000000000000001,0.2,0.8499999999999999,0.6299999999999997,850,23,318,977
210,199,9.494178104586135e7,3.365902561453276e7,3.919409799993433e7,4.084210287411492e7,1465.9668502101001,200,241,66178.67238113326,0.4500000000000001,0.3000000000000001,0.2,0.8499999999999999,0.6299999999999997,855,23,321,978
211,202,9.481474580932504e7,3.36700315698358e7,3.916286009573936e7,4.097055260234593e7,1464.8602914757457,202,241,66713.87828774957,0.4500000000000001,0.3000000000000001,0.2,0.8499999999999999,0.6299999999999997,858,23,323,980
212,204,9.46687838546804e7,3.35620315698358e7,3.913223541964091e7,4.1162637629678406e7,1464.4163413538188,202,239,67573.43923142873,0.4500000000000001,0.3000000000000001,0.2,0.8499999999999999,0.6299999999999997,859,25,323,984
213,208,9.46100817806666e7,3.3460507679501727e7,3.9101653065498784e7,4.131999717978931e7,1463.9144697906627,209,245,68691.96978939605,0.4500000000000001,0.3000000000000001,0.2,0.8499999999999999,0.6299999999999997,863,25,325,984
214,208,9.446488820535369e7,3.3442508582051113e7,3.906663366668335e7,4.131820550909397e7,1463.9792652036285,209,243,69082.8286716881,0.4500000000000001,0.3000000000000001,0.2,0.8499999999999999,0.6299999999999997,866,25,326,990
215,204,9.436664543853611e7,3.3379475586595934e7,3.903701107803998e7,4.139387208818802e7,1462.2997812278197,209,242,68323.11259682197,0.4500000000000001,0.3000000000000001,0.2,0.8499999999999999,0.6299999999999997,869,25,327,992
